RHS
24
76
74
69
82
2
53
64
20
47
6
88
6
72
50
68
95
15
31
99
52
72
228
222
207
246
6
159
192
60
141
18
264
18
216
150
204
285
45
93
297
156
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
44000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
